keyword,rank,title,snippet,link,total_words,h1_num,h1_len,h2_num,h2_len,h3_num,h3_len,header_total,img_count,internalLinks,externalLinks,total_link,h1_kcount,h2_kcount,h3_kcount,p_kcount,a_kcount,footer_kcount,link_kcount,imalt_kcount,meta_desc_len,meta_kcount,ti_used
education cities,9,Education in Vietnam,"In fact, whenever I am in Vietnamese cities, I am impressed by the energy of this dynamic society and its respect for education.",https://asiasociety.org/global-cities-education-network/education-vietnam,1878.0,1.0,3.0,5.0,4.6,12.0,4.08,18,31,150,47,197,{'education': 1},,{'education': 1},"{'cities': 1, 'education': 11}","{'cities': 1, 'education': 9}","{'cities': 1, 'education': 2}","{'cities': 1, 'education': 2}",{'education': 1},3,{'education': 1},1.0
education cities,10,Education Cities Definition,"Define Education Cities. A Decade of Education Reform in American Cities , Harvard Xxxxxxx School, Cambridge, MA o Xxxxxxx Xxxxxxx, Harvard Xxxxxxx School, ...",https://www.lawinsider.com/dictionary/education-cities,1366.0,1.0,3.0,3.0,4.33,0.0,,4,2,109,10,119,"{'cities': 1, 'education': 1}","{'cities': 2, 'education': 2}",,"{'cities': 11, 'education': 37}","{'cities': 1, 'education': 17}",,"{'cities': 1, 'education': 1}",,6,"{'cities': 1, 'education': 1}",1.0
general education diploma,1,General Educational Development,"The General Educational Development (GED) tests are a group of four subject tests which, when passed, provide certification that the test taker has United ...",https://en.wikipedia.org/wiki/General_Educational_Development,2345.0,1.0,3.0,10.0,2.2,3.0,1.67,14,8,253,70,323,{'general': 1},,,"{'education': 7, 'diploma': 5, 'general': 3}","{'diploma': 2, 'education': 7}",,{'general': 1},{'diploma': 1},5,{'general': 1},1.0
general education diploma,2,GED là gì? Cấu trúc bài thi GED như thế nào? - Think EDU,"Dec 12, 2022 — GED là gì? GED là viết tắt của cụm từ General Education Developmen – chứng chỉ có giá trị tương đương với bằng tốt nghiệp trung học tại Mỹ.",https://think.edu.vn/general-education-developmen/,2673.0,1.0,11.0,7.0,5.14,8.0,5.25,16,49,3,165,168,,,,"{'education': 2, 'general': 2}",,{'education': 1},"{'education': 1, 'general': 1}",,11,{},1.0
general education diploma,3,Cấu trúc bài thi GED,"Cấu trúc của bài thi GED · Mathematics - Toán. · Social Studies - Các môn học Xã hội. · Science - Khoa học. · Language Arts, Writing - Anh Văn, Kỹ năng Viết.",https://broward.edu.vn/cau-truc-bai-thi-ged.html,1758.0,3.0,6.67,8.0,3.62,16.0,7.94,27,37,2,108,110,,,,"{'education': 1, 'general': 1}",,,,,5,{},1.0
general education diploma,4,GED là gì? Những điều cần biết về chứng chỉ GED,"Nov 6, 2021 — Trong đó, chứng chỉ GED cũng được xem là hết sức quan trọng để tiếp tục học tập ở bậc sau trung học. Vậy GED là gì? Hay General Education là gì?",https://www.unimates.edu.vn/ged-la-gi/,3261.0,1.0,11.0,13.0,7.15,20.0,5.4,34,56,80,131,211,,,,"{'education': 2, 'diploma': 1, 'general': 2}",,{'education': 1},,"{'education': 6, 'general': 2}",11,{},1.0
general education diploma,5,What is a GED?,"Short Answer: The GED, General Educational Diploma, is for those without a High School Diploma. Study and take a battery of tests to certify your aptitude, ...",https://www.collegetransfer.net/AskCT/What-is-a-GED,1353.0,2.0,4.0,4.0,2.75,1.0,7.0,7,15,23,41,64,,,,"{'diploma': 1, 'education': 2}",{'education': 3},,,,0,,1.0
general education diploma,6,General Education Development (GED) - Learning Commons,"Mar 16, 2023 — General Education Development (GED) Information. The NWP Testing Centre is proud to be a Pearson VUE Authorized Centre administering the ...",https://libguides.nwpolytech.ca/c.php?g=717998&p=5126581,707.0,1.0,2.0,0.0,,0.0,,1,1,2,81,83,,,,"{'diploma': 5, 'education': 2}","{'education': 2, 'general': 1}",,,,9,"{'education': 1, 'general': 1}",1.0
general education diploma,7,General Educational Diploma,"Nov 29, 2022 — More correctly referred to as General Education Development, a General Educational Diploma, or GED, is an internationally recognized high ...",https://moneyzine.com/careers/general-educational-diploma/,761.0,1.0,3.0,1.0,1.0,3.0,1.33,5,9,105,5,110,"{'diploma': 1, 'general': 1}",,,"{'education': 1, 'diploma': 1, 'general': 4}",{'education': 1},{'education': 1},"{'diploma': 1, 'general': 1}",,3,"{'diploma': 1, 'general': 1}",1.0
general education diploma,8,General Education Diploma Graduates,"All fresh school graduates holding certificates equivalent to GED, international, and vocational qualifications, specialized secondary school certificates ...",https://www.heac.gov.om/index.php/en/general-education-diploma-graduates,211.0,0.0,,1.0,4.0,0.0,,1,3,23,12,35,,"{'education': 1, 'diploma': 1, 'general': 1}",,{'education': 5},{'education': 1},{'education': 1},"{'education': 1, 'diploma': 1, 'general': 1}",,0,,1.0
general education diploma,9,General Educational Development (G.E.D.): What is it?,"Nov 24, 2021 — The General Educational Development (GED) exam is a group of four tests that assess an individual's knowledge of academic subjects typically ...",https://bestaccreditedcolleges.org/articles/general-educational-development-ged-what-is-it.html,2576.0,1.0,7.0,11.0,3.27,13.0,4.85,25,33,379,2,381,{'general': 1},,{'general': 2},"{'education': 13, 'diploma': 4, 'general': 6}","{'education': 2, 'diploma': 1, 'general': 5}",,{'general': 1},,7,{'general': 1},1.0
general education diploma,10,General Education - Langara. Programs & Courses,The General Education Diploma is appropriate for students who prefer a diverse selection of courses and do not necessarily plan to undertake university ...,https://langara.ca/programs-and-courses/programs/general-education/index.html,273.0,1.0,2.0,1.0,1.0,0.0,,2,1,7,144,151,"{'education': 1, 'general': 1}",,,"{'education': 1, 'diploma': 3, 'general': 1}",{'education': 4},,"{'education': 1, 'general': 1}",,0,,1.0
continuing professional education,1,What are CPE (continuing professional education) credits?,,"https://www.techtarget.com/whatis/definition/CPE-credit#:~:text=Continuing%20professional%20education%2C%20or%20CPE,maintain%20or%20update%20their%20credentials.",1715.0,1.0,2.0,0.0,,4.0,3.75,5,3,16,193,209,,,,"{'continuing': 6, 'professional': 8, 'education': 12}",{'professional': 1},,,,7,{'professional': 1},1.0
continuing professional education,2,Continuing professional education definition,"Mar 14, 2023 — Continuing professional education is ongoing training that is required in order to remain certified as a professional in certain fields.",https://www.accountingtools.com/articles/continuing-professional-education.html,457.0,5.0,1.6,3.0,4.67,2.0,1.5,10,0,109,11,120,"{'continuing': 1, 'professional': 1, 'education': 1}","{'continuing': 1, 'professional': 1, 'education': 1}",,"{'continuing': 1, 'professional': 3, 'education': 1}","{'continuing': 1, 'professional': 1, 'education': 1}",,"{'continuing': 1, 'professional': 1, 'education': 1}",,6,"{'continuing': 1, 'professional': 1, 'education': 1}",1.0
continuing professional education,3,Continuing Professional Education,Continuing professional education is a requirement for professional competence as professionals encounter new problems and professional schools develop new ...,https://www.encyclopedia.com/education/encyclopedias-almanacs-transcripts-and-maps/continuing-professional-education,4746.0,3.0,3.0,5.0,1.6,11.0,3.64,19,1,117,23,140,"{'continuing': 3, 'professional': 3, 'education': 3}",,"{'continuing': 5, 'professional': 5, 'education': 5}","{'continuing': 20, 'professional': 44, 'education': 40}","{'continuing': 2, 'professional': 4, 'education': 6}",,"{'continuing': 1, 'professional': 1, 'education': 2}",,0,,1.0
continuing professional education,4,What is CPD Continuing Professional Development ...,Continuing Professional Development is a commitment to ongoing lifelong learning. CPD encourages looking forward and identifying opportunities to learn ...,https://cpduk.co.uk/explained,2602.0,1.0,6.0,6.0,3.83,5.0,4.2,12,13,33,72,105,"{'continuing': 1, 'professional': 1}",,,"{'continuing': 14, 'professional': 20}",{'education': 2},,,,12,"{'continuing': 1, 'professional': 1}",1.0
continuing professional education,5,Continuing Professional Education (CPE),We make it simple to get your continuing professional education or continuing professional development (CPE/CPD) credits by the annual Dec. 31 deadline.,https://www.theiia.org/en/learning/continuing-professional-education-cpe/,622.0,1.0,9.0,1.0,6.0,6.0,6.5,8,1,73,11,84,"{'continuing': 1, 'professional': 1, 'education': 1}",,,"{'continuing': 3, 'professional': 3, 'education': 2}","{'continuing': 2, 'professional': 3, 'education': 2}",,"{'continuing': 1, 'professional': 1, 'education': 1}",,4,"{'continuing': 1, 'professional': 1, 'education': 1}",1.0
continuing professional education,6,What is Continuing Professional Development (CPD)?,"CPD stands for Continuing Professional Development. It refers to the process of tracking and documenting the skills, knowledge and experience that you gain ...",https://career-advice.jobs.ac.uk/career-development/what-is-continuing-professional-development-cpd/,1811.0,2.0,4.5,12.0,3.67,9.0,4.56,23,54,59,206,265,"{'continuing': 1, 'professional': 1}",,"{'continuing': 1, 'professional': 1}","{'continuing': 5, 'professional': 13, 'education': 1}","{'continuing': 1, 'professional': 8, 'education': 1}",,"{'continuing': 1, 'professional': 1}","{'continuing': 1, 'professional': 1}",8,"{'continuing': 2, 'professional': 2}",1.0
continuing professional education,7,Continuing Professional Education (CPE) - ICSP,"Continuing Professional Education (CPE) is a continuous learning program that must be attended by CSP members to always maintain, improve and develop their ...",https://www.institute-csp.org/program/continuing-professional-education-cpe/,661.0,1.0,4.0,0.0,,5.0,3.0,6,6,9,81,90,"{'continuing': 1, 'professional': 1, 'education': 1}",,"{'continuing': 2, 'professional': 2, 'education': 2}","{'continuing': 2, 'professional': 5, 'education': 2}","{'continuing': 3, 'professional': 3, 'education': 3}",,"{'continuing': 1, 'professional': 1, 'education': 1}",,6,"{'continuing': 1, 'professional': 1, 'education': 1}",1.0
continuing professional education,8,How to Earn CPE | Continuing Professional Education,"However, successfully completed university courses in related fields, including university online courses, earn 15 CPE hours per semester credit hour and 10 CPE ...",https://www.isaca.org/credentialing/how-to-earn-cpe,2477.0,1.0,4.0,3.0,5.67,8.0,3.0,12,22,181,21,202,,"{'professional': 1, 'education': 1}",,"{'continuing': 1, 'professional': 10, 'education': 5}",{'professional': 5},,,,10,"{'continuing': 1, 'professional': 1, 'education': 1}",1.0
continuing professional education,9,About CPD - Continuing professional development,"Continuing Professional Development (CPD) is a combination of approaches, ideas and techniques that will help you manage your own learning and growth.",https://www.cipd.co.uk/learn/cpd/about,977.0,1.0,2.0,8.0,5.25,0.0,,9,19,188,43,231,,,,"{'continuing': 1, 'professional': 7}","{'continuing': 2, 'professional': 5}",,,{'professional': 1},8,"{'continuing': 1, 'professional': 1}",1.0
continuing professional education,10,Continuing Professional Education (CPE),"Dec 25, 2022 — Continuing Professional Education (CPE) is a requirement for Certified Public Accountants (CPAs), one that is designed to help maintain their ...",https://corporatefinanceinstitute.com/resources/career/continuing-professional-education-cpe/,1542.0,1.0,4.0,1.0,6.0,9.0,4.0,11,27,9,186,195,"{'continuing': 1, 'professional': 1, 'education': 1}","{'continuing': 1, 'professional': 1, 'education': 1}",,"{'continuing': 4, 'professional': 7, 'education': 5}",{'professional': 2},"{'professional': 1, 'education': 1}","{'continuing': 1, 'professional': 1, 'education': 1}",,4,"{'continuing': 1, 'professional': 1, 'education': 1}",1.0
ministry of education,1,Ministry of Education and Training (Vietnam),"The Ministry of Education and Training (MOET, Vietnamese: Bộ Giáo dục và Đào tạo) is the government ministry responsible for the governance of ...",https://en.wikipedia.org/wiki/Ministry_of_Education_and_Training_(Vietnam),685.0,1.0,6.0,6.0,1.33,0.0,,7,11,162,27,189,"{'ministry': 1, 'education': 1}",,,"{'ministry': 6, 'education': 7}","{'ministry': 9, 'education': 12}",,"{'ministry': 1, 'education': 1}","{'ministry': 1, 'education': 1}",8,"{'ministry': 1, 'education': 1, 'of': 1}",1.0
ministry of education,2,Ministry of Education (MOE),"Your source of education-related information and services in Singapore - includes school registration, school information, special educational needs, ...",https://www.moe.gov.sg/,422.0,2.0,3.0,8.0,6.38,7.0,2.57,17,19,90,14,104,"{'ministry': 2, 'education': 2}",,{'education': 2},"{'ministry': 1, 'education': 2}","{'ministry': 1, 'education': 7}","{'ministry': 1, 'education': 1}",,,4,"{'ministry': 1, 'education': 1, 'of': 1}",1.0
ministry of education,3,"Bản dịch của ""ministry of education"" trong Việt là gì? - bab.la",Tra từ 'ministry of education' trong từ điển Tiếng Việt miễn phí và các bản dịch Việt khác.,https://www.babla.vn/tieng-anh-tieng-viet/ministry-of-education,400.0,1.0,10.0,6.0,4.17,6.0,9.83,13,2,48,88,136,"{'ministry': 1, 'education': 1}","{'ministry': 1, 'education': 1}","{'ministry': 6, 'education': 6}",,"{'ministry': 15, 'education': 5}",,"{'ministry': 1, 'education': 1}",,0,,1.0
ministry of education,4,"Major Initiatives | Government of India, Ministry of Education",Education plays a significant and remedial role in balancing the socio-economic fabric of the Country. Since citizens of India are its most valuable ...,https://www.education.gov.in/,2478.0,1.0,0.0,6.0,1.67,2.0,1.5,9,50,127,217,344,,,,"{'ministry': 2, 'education': 2}","{'ministry': 1, 'education': 27}",,{'education': 1},{'education': 6},0,,1.0
ministry of education,6,"Bộ Giáo dục và Đào tạo, Bộ GD&ĐT (Ministry of education ...","The Ministry of Education and Training is an agency of the Government of the Socialist Republic of Vietnam, which performs the function of State management ...",https://socialprotection.org/connect/stakeholders/vietnam-b%E1%BB%99-gi%C3%A1o-d%E1%BB%A5c-v%C3%A0-%C4%91%C3%A0o-t%E1%BA%A1o-b%E1%BB%99-gd%C4%91t-ministry-education-and-training,408.0,0.0,,8.0,4.0,0.0,,8,7,84,22,106,,{'education': 1},,"{'ministry': 1, 'education': 4}",{'education': 2},,"{'ministry': 1, 'education': 1}",,0,,1.0
ministry of education,7,Homepage | Ministry of Education - Kenya,"The Ministry of Education (MOE) formulates and implements education and training policies, standards, curricula, examinations and the granting of university ...",https://www.education.go.ke/,402.0,0.0,,8.0,2.0,0.0,,8,17,99,26,125,,"{'ministry': 1, 'education': 1}",,"{'ministry': 2, 'education': 5}","{'ministry': 1, 'education': 9}","{'ministry': 1, 'education': 6}",{'education': 1},,0,,1.0
ministry of education,8,Ministry of Education Sri Lanka ﻿#Separator﻿ ﻿#Site Title﻿,Ministry of Education Sri Lanka that directs the formulation and implementation of policies related to primary and secondary education in Sri Lanka.,https://moe.gov.lk/,666.0,1.0,0.0,10.0,7.6,40.0,1.12,51,38,143,28,171,,{'education': 1},,"{'ministry': 1, 'education': 2}","{'ministry': 9, 'education': 16}",,,,3,{'ministry': 1},1.0
ministry of education,9,Ministry of Education,Helping you find what you need to know about education in New Zealand. An education web portal provided by the New Zealand Ministry of Education.,https://www.education.govt.nz/,327.0,1.0,1.0,16.0,4.38,4.0,6.0,21,18,56,14,70,,{'education': 1},,"{'ministry': 1, 'education': 5}",{'education': 2},"{'ministry': 1, 'education': 2}",{'education': 1},{'education': 1},1,{},1.0
ministry of education,10,Ministry of Education,"... Provision of Scanning and Digitalisation Services on Personnel, Confidential and Administrative Files of Identified Staff of the Ministry of Education.",https://www.moe.gov.tt/,380.0,0.0,,6.0,1.5,0.0,,6,29,84,30,114,,,,"{'ministry': 1, 'education': 2}",{'education': 6},"{'ministry': 1, 'education': 2}",,,0,,1.0
continuing legal education,1,Continuing legal education,"Continuing legal education (CLE), also known as mandatory or minimum continuing legal education (MCLE) or, in some jurisdictions outside the United States, ...",https://en.wikipedia.org/wiki/Continuing_legal_education,1275.0,1.0,3.0,8.0,1.5,0.0,,9,9,186,40,226,"{'continuing': 1, 'legal': 1, 'education': 1}",,,"{'continuing': 9, 'legal': 18, 'education': 10}","{'continuing': 13, 'legal': 14, 'education': 13}",,"{'continuing': 1, 'legal': 1, 'education': 1}",,5,"{'continuing': 1, 'legal': 1, 'education': 1}",1.0
continuing legal education,2,CLE Center: Online Continuing Legal Education & MCLE,The best continuing legal education course content supplied by the Law.com network of coverage and events. Online CLE courses available on-demand on any ...,https://www.clecenter.com/,817.0,1.0,2.0,6.0,3.5,6.0,3.0,13,45,123,41,164,,"{'continuing': 1, 'legal': 1, 'education': 1}",,"{'continuing': 1, 'legal': 4, 'education': 1}",{'legal': 4},{'continuing': 1},,,0,,1.0
continuing legal education,3,Lawline: Online CLE | Continuing Legal Education,"Lawline provides unlimited online CLE courses for attorneys striving for engaging, relevant CLE and professional growth content. Sign up today!",https://www.lawline.com/,368.0,1.0,3.0,1.0,1.0,8.0,4.12,10,9,49,12,61,{'legal': 1},,{'legal': 1},{'legal': 3},,,,,8,"{'continuing': 1, 'legal': 1, 'education': 1}",1.0
continuing legal education,4,Continuing Legal Education (CLE) Attorneys Trust | NBI,"NBI has been a national leader in continuing legal education for over 35 years. With more than 3500 courses to choose from, we're sure to have the CLE you ...",https://www.nbi-sems.com/,333.0,2.0,7.0,4.0,6.75,3.0,4.33,9,8,46,17,63,,,,"{'continuing': 1, 'legal': 1, 'education': 1}","{'legal': 2, 'education': 1}",{'legal': 1},,,8,"{'continuing': 1, 'legal': 1, 'education': 1}",1.0
continuing legal education,5,Practising Law Institute Continuing Legal Education Programs ...,Start your Privileged Membership today. Unlimited access to world-class training and resources for ever current continuing legal and professional education.,https://www.pli.edu/,624.0,0.0,,8.0,2.88,17.0,1.65,25,5,67,9,76,,,,"{'continuing': 1, 'legal': 1, 'education': 1}","{'legal': 2, 'education': 2}","{'continuing': 1, 'legal': 1, 'education': 1}",,,0,,1.0
continuing legal education,6,TRTCLE: Continuing Legal Education | Programs & Bundles,TRTCLE is an organization dedicated to providing high-quality continuing legal education. Learn from online courses to teleconferences & even live lectures.,https://www.trtcle.com/,769.0,1.0,3.0,7.0,6.0,8.0,3.0,16,56,113,15,128,"{'continuing': 1, 'legal': 1, 'education': 1}",,,"{'continuing': 4, 'legal': 12, 'education': 8}",,,,"{'continuing': 1, 'legal': 1, 'education': 1}",7,"{'continuing': 1, 'legal': 1, 'education': 1}",1.0
continuing legal education,7,Continuing Legal Education (CLE),Continuing Legal Education (CLE) offers attorneys education beyond the minimum the State Bar requires to help stay current with new laws or expand their ...,https://www.calbar.ca.gov/Attorneys/MCLE-CLE/CLE,1074.0,1.0,4.0,0.0,,0.0,,1,11,10,511,521,"{'continuing': 1, 'legal': 1, 'education': 1}",,,"{'continuing': 2, 'legal': 2, 'education': 3}","{'legal': 21, 'education': 8}",,,,5,{},1.0
continuing legal education,8,CLEBC: The Continuing Legal Education Society of British ...,"CLEBC delivers the most reliable and practical, BC-specific legal education and information direct from leading members of the legal community.",https://www.cle.bc.ca/,333.0,1.0,8.0,6.0,1.83,3.0,7.33,10,15,75,22,97,"{'continuing': 1, 'legal': 1, 'education': 1}",,,"{'continuing': 1, 'legal': 1, 'education': 1}",{'legal': 2},"{'continuing': 2, 'legal': 2, 'education': 2}",,,0,,1.0
continuing legal education,9,NACLE | CLE Credits At Your Fingertips,"NACLE is the leading white-glove provider of cost-effective and time-efficient CLE courses. Our CLE courses are available in many formats including Online, ...",https://www.nacle.com/,1278.0,8.0,5.88,10.0,9.2,18.0,4.22,36,27,174,4,178,,,{'legal': 1},"{'continuing': 3, 'legal': 4, 'education': 4}",,"{'continuing': 2, 'legal': 3, 'education': 2}",,"{'continuing': 4, 'legal': 6, 'education': 4}",0,,1.0
continuing legal education,10,Institute of Continuing Legal Education,The Institute of Continuing Legal Education. We are the leading provider of how-to solutions that harness the wisdom of Michigan's leading practitioners.,https://www.icle.org/,978.0,0.0,,0.0,,0.0,,0,23,48,41,89,,,,,,,,,0,,1.0
arts education,1,Arts in education,Arts in education is an expanding field of educational research and practice informed by investigations into learning through arts experiences.,https://en.wikipedia.org/wiki/Arts_in_education,984.0,1.0,3.0,7.0,1.29,0.0,,8,6,107,13,120,"{'arts': 1, 'education': 1}",,,"{'arts': 14, 'education': 11}","{'arts': 9, 'education': 6}",,"{'arts': 1, 'education': 1}",,5,"{'arts': 1, 'education': 1}",1.0
arts education,2,Arts Education | Americans for the Arts,"The arts are essential. They teach students innumerable lessons—practice makes perfect, small differences can have large effects, collaboration leads to ...",https://www.americansforthearts.org/by-topic/arts-education,2641.0,2.0,3.0,13.0,2.54,5.0,2.2,20,27,271,89,360,"{'arts': 2, 'education': 1}","{'arts': 1, 'education': 1}",,"{'arts': 74, 'education': 28}","{'arts': 78, 'education': 16}",,"{'arts': 1, 'education': 1}","{'arts': 3, 'education': 1}",2,"{'arts': 1, 'education': 1}",1.0
arts education,3,Art for Art's Sake? The Impact of Arts Education,The arts are important in their own rights for education. Students who gain mastery in an art form may discover their life's work or their life's passion. But ...,https://www.oecd.org/education/ceri/arts.htm,12.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,"{'arts': 1, 'education': 1}",,0,,0.0
arts education,4,Vietnam Institute for Arts Education (VIA Education),To serve as an educational force dedicated to building the best arts education programs possible for all students in Vietnam and thereby foster their growth and ...,https://globalembassy.edu.vn/vietnam-institute-for-arts-education-via-education/,498.0,1.0,7.0,0.0,,11.0,3.0,12,27,9,111,120,"{'arts': 1, 'education': 1}",,{'education': 1},"{'arts': 7, 'education': 6}",{'education': 5},{'education': 1},"{'arts': 1, 'education': 2}","{'arts': 2, 'education': 2}",0,,1.0
arts education,5,The Vietnam Institute For Arts Education - VIA Education,"The Vietnam Institute For Arts Education - VIA Education, Ho Chi Minh City, Vietnam. 919 likes · 20 talking about this · 1 was here. Viện Giáo dục Nghệ...",https://www.facebook.com/viae.edu.vn/,1.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,,,0,,1.0
arts education,6,The Guardian view on arts education: a creativity crisis,"Feb 7, 2023 — Editorial: The government's bleakly utilitarian education policies risk restricting the arts to a privileged few. It's time for a change.",https://www.theguardian.com/commentisfree/2023/feb/07/the-guardian-view-on-arts-education-a-creativity-crisis,792.0,1.0,9.0,2.0,2.0,0.0,,3,2,99,52,151,{'arts': 1},,,"{'arts': 12, 'education': 5}","{'arts': 4, 'education': 2}",,"{'arts': 1, 'education': 1}",,11,{'arts': 1},1.0
arts education,7,What Are the Benefits of Art Education for Children?,Art education offers a more open approach and celebrates the differences in finished products. Kids learn that there is more than one way to complete the art ...,https://anaheimelementary.org/curriculum-and-instruction/programs/vapa/benefits-of-art-education-for-children/,691.0,1.0,9.0,10.0,0.7,28.0,1.36,39,7,51,316,367,{'education': 1},,"{'arts': 3, 'education': 1}","{'arts': 5, 'education': 10}","{'arts': 3, 'education': 17}",,{'education': 1},,0,,1.0
arts education,8,Arts Education,"Arts education can help to address these challenges by supporting the social and emotional learning needs of students, helping them to succeed both in and out ...",https://www.arts.gov/impact/arts-education,691.0,2.0,3.5,4.0,1.75,8.0,7.62,14,5,105,17,122,"{'arts': 2, 'education': 1}","{'arts': 1, 'education': 1}","{'arts': 6, 'education': 5}","{'arts': 25, 'education': 18}","{'arts': 21, 'education': 8}",,"{'arts': 2, 'education': 1}",,2,"{'arts': 1, 'education': 1}",1.0
arts education,9,Arts Education Partnership,Arts Education Partnership is a national network of more than 100 organizations dedicated to advancing arts education.,https://www.aep-arts.org/,949.0,2.0,8.0,11.0,9.27,1.0,25.0,14,18,55,21,76,"{'arts': 1, 'education': 1}","{'arts': 7, 'education': 6}","{'arts': 2, 'education': 2}","{'arts': 6, 'education': 5}","{'arts': 6, 'education': 4}","{'arts': 2, 'education': 3}",{'arts': 1},"{'arts': 1, 'education': 1}",7,"{'arts': 2, 'education': 2}",1.0
arts education,10,Arts in Education: A Systematic Review of Competency ...,by V Schneider · 2021 · Cited by 2 — Arts education in schools frequently experiences the pressure of being validated by demonstrating quantitative impact on academic outcomes.,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.623935/full,10845.0,1.0,14.0,13.0,1.62,8.0,6.5,22,7,212,201,413,{'arts': 1},,,"{'arts': 114, 'education': 47}",{'arts': 1},,,,14,{'arts': 1},1.0
education youtube,1,Learning,This playlist provides an introduction to developing creative coding projects with machine learning. The theory and application of machine learning ...,https://www.youtube.com/channel/UCtFRv9O2AHqOZjjynzrv-xg,13.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,0,,0.0
education youtube,2,Google for Education,"Google for Education is about learning for everyone, anywhere. Subscribe to our channel for product news and updates, resources, and ideas.",https://www.youtube.com/channel/UCt84aUC9OG6di8kSdKzEHTQ,17.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,3,{'education': 1},1.0
education youtube,3,Education.com,"Discover how learning can surprise, delight, and excite! We have everything your kids need to boost core skills and fall in love with learning.",https://www.youtube.com/c/educationcom,15.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,1,{},1.0
education youtube,4,Learning,"In this learning playlist, you'll learn the fundamentals about what we know, and what we're still discovering, about the evolution of Homo sapiens.",https://www.youtube.com/LEARNING,13.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,0,,0.0
education youtube,5,TED-Ed,TED-Ed's mission is to create lessons worth sharing. Feed and expand your curiosity with our award-winning animated shorts - published on YouTube and availab...,https://www.youtube.com/teded,15.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,1,{},1.0
education youtube,6,Teachings in Education,"Welcome to the #1 Resource for Educators on YouTube. Learn! Grow! Advance in Education with these Professional Videos! Learn about Assessments, Teaching ...",https://www.youtube.com/c/TeachingsinEducation,17.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,3,{'education': 1},1.0
education youtube,7,TED-Ed,Learning objectives Think Like a Coder is a 10-episode series that will challenge viewers with programming puzzles as the main characters— a girl and her ...,https://www.youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA,15.0,0.0,,0.0,,0.0,,0,0,6,9,15,,,,,{'youtube': 1},,{'youtube': 1},,1,{},1.0
education youtube,8,Educator resources - YouTube Help,"Here are some resources to help empower you and your students to stay safe online. For exciting lessons and educational resources, visit youtube.com/teachers, ...",https://support.google.com/youtube/answer/2802327?hl=en,596.0,1.0,2.0,1.0,2.0,0.0,,2,0,87,12,99,,,,"{'youtube': 3, 'education': 2}",{'youtube': 30},{'youtube': 1},{'youtube': 1},,0,,1.0
education youtube,9,The next chapter for Learning on YouTube,"Sep 8, 2022 — “ Everyday, teachers and students across the globe are using YouTube to learn, and YouTube Player for Education will help further learning in ...",https://blog.youtube/news-and-events/the-next-chapter-for-learning-on-youtube/,789.0,1.0,7.0,10.0,2.5,0.0,,11,3,9,58,67,{'youtube': 1},"{'youtube': 3, 'education': 1}",,"{'youtube': 21, 'education': 6}","{'youtube': 20, 'education': 1}",{'youtube': 22},{'youtube': 2},{'youtube': 1},7,{'youtube': 1},1.0
education youtube,10,50 Best Educational YouTube Channels for Kids and Teens,"Aug 10, 2022 — 50 Best Educational YouTube Channels for Kids and Teens · Pre-K and Elementary School Educational YouTube Channels · Learn Bright · Let's Read ...",https://www.weareteachers.com/educational-youtube-channels/,1773.0,1.0,9.0,59.0,2.37,2.0,14.0,62,10,5,118,123,{'youtube': 1},{'youtube': 2},,"{'youtube': 10, 'education': 1}",{'youtube': 3},{'youtube': 1},{'youtube': 1},{'youtube': 2},5,{'youtube': 1},1.0
elementary education,1,"Elementary education | Definition, Goals, & Facts","elementary education, also called primary education, the first stage traditionally found in formal education, beginning at about age 5 to 7 and ending at ...",https://www.britannica.com/topic/elementary-education,2027.0,1.0,2.0,0.0,,4.0,9.5,5,3,89,46,135,"{'education': 1, 'elementary': 1}",,"{'education': 2, 'elementary': 4}","{'education': 23, 'elementary': 22}","{'education': 10, 'elementary': 8}",,"{'education': 1, 'elementary': 1}",,7,"{'education': 1, 'elementary': 1}",1.0
elementary education,2,Elementary Education - an overview,"Elementary education is the first stage in formal education. It is free and compulsory, comprising 6 years (grades 1–6) for children aged 6–11.",https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/elementary-education,8.0,0.0,,0.0,,0.0,,0,0,0,0,0,,,,,,,"{'education': 1, 'elementary': 1}",,0,,1.0
